Grant #,Applicant Name,Account Status,FIPS #,County,Classification,PR
4673,Greater Faith AME Church,Active,127-UREY3-00,Volusia,House of Worship,Haley Beary
4673,"Greater Macedonia Primitive Baptist Church, INC",Active,049-UA16H-00,Hardee,House of Worship,John Hayth
4680,"Greater Macedonia Primitive Baptist Church, INC",Closed,049-UA16H-00,Hardee,House of Worship,John Hayth
4673,Greater Melbourne PAL,Closed,009-UQTBG-00,Brevard,Non-Critical Private Non-Profit,Haley Beary
1609,Greater Miami Hebrew Academy,Closed,086-USAH9-00,Miami-Dade,Critical Private Non-Profit,Haley Beary
4486,Greater Miami Hebrew Academy,Active,086-USAH9-00,Miami-Dade,Critical Private Non-Profit,Haley Beary
4337,Greater Naples Fire Rescue District,Active,021-UKTNK-00,Collier,Special District Government,Rachel Langston
4486,Greater Naples Fire Rescue District,Active,021-UKTNK-00,Collier,Special District Government,Rachel Langston
4673,Greater Naples Fire Rescue District,Opening,021-UKTNK-00,Collier,Special District Government,Rachel Langston
5178,Greater Naples Fire Rescue District,Closed,021-UKTNK-00,Collier,Special District Government,Rachel Langston
5309,Greater Naples Fire Rescue District,Closed,021-UKTNK-00,Collier,Special District Government,Rachel Langston
4337,"Hampton, City Of",Closed,007-28575-00,Bradford,City,Ashley Mitchell
4486,"Hampton, City Of",Opening,007-28575-00,Bradford,City,Ashley Mitchell
1545,"High Springs, City Of",Closed,001-30525-00,Alachua,City,Ashley Mitchell
1561,"High Springs, City Of",Closed,001-30525-00,Alachua,City,Ashley Mitchell
1785,"High Springs, City Of",Closed,001-30525-00,Alachua,City,Ashley Mitchell
4337,"High Springs, City Of",Active,001-30525-00,Alachua,City,Ashley Mitchell
1539,"Greater Pine Island Water Association, Inc.",Closed,071-0EBCB-00,Lee,Critical Private Non-Profit,Hamza Sattar
1539,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
1609,"Greater Pine Island Water Association, Inc.",Closed,071-0EBCB-00,Lee,Critical Private Non-Profit,Hamza Sattar
1545,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
1785,"Greater Pine Island Water Association, Inc.",Closed,071-0EBCB-00,Lee,Critical Private Non-Profit,Hamza Sattar
1561,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
4673,"Greater Pine Island Water Association, Inc.",Active,071-0EBCB-00,Lee,Critical Private Non-Profit,Hamza Sattar
1609,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
4673,Greater St Mary's Missionary Baptist Church Inc,Opening,109-UZLL7-00,St. Johns,House of Worship,Haley Beary
1785,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
1539,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
3533,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
1545,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
4084,"Fort Pierce, City of",Closed,111-24300-00,St. Lucie,City,Ashley Mitchell
1561,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
4283,"Fort Pierce, City of",Active,111-24300-00,St. Lucie,City,Ashley Mitchell
1785,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
4337,"Fort Pierce, City of",Active,111-24300-00,St. Lucie,City,Ashley Mitchell
1840,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
4468,"Fort Pierce, City of",Active,111-24300-00,St. Lucie,City,Ashley Mitchell
4068,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
4673,"Fort Pierce, City of",Opening,111-24300-00,St. Lucie,City,Ashley Mitchell
4283,"Green Cove Springs, City of",Closed,019-27400-00,Clay,City,Rachel Langston
4680,"Fort Pierce, City of",Opening,111-24300-00,St. Lucie,City,Ashley Mitchell
4337,"Green Cove Springs, City of",Active,019-27400-00,Clay,City,Rachel Langston
4834,"Fort Pierce, City of",Opening,111-24300-00,St. Lucie,City,Ashley Mitchell
4486,"Green Cove Springs, City of",Active,019-27400-00,Clay,City,Rachel Langston
4673,"Green Cove Springs, City of",Active,019-27400-00,Clay,City,Rachel Langston
4734,"Green Cove Springs, City of",Opening,019-27400-00,Clay,City,Rachel Langston
1545,"Greenacres, City of",Closed,099-27322-00,Palm Beach,City,Collin Kenline
1561,"Greenacres, City of",Closed,099-27322-00,Palm Beach,City,Collin Kenline
1609,"Greenacres, City of",Closed,099-27322-00,Palm Beach,City,Collin Kenline
4283,"Greenacres, City of",Closed,099-27322-00,Palm Beach,City,Collin Kenline
4337,"Greenacres, City of",Active,099-27322-00,Palm Beach,City,Collin Kenline
4486,"Greenacres, City of",Active,099-27322-00,Palm Beach,City,Collin Kenline
4337,Greeneway Improvement District,Closed,095-UI5WA-00,Orange,Special District Government,Haley Beary
1595,"Greensboro, Town of",Closed,039-27550-00,Gadsden,City,Haley Beary
4399,"Greensboro, Town of",Closed,039-27550-00,Gadsden,City,Haley Beary
4486,"High Springs, City Of",Active,001-30525-00,Alachua,City,Ashley Mitchell
1831,"Greenwood, Town of",Closed,063-086FB-00,Jackson,City,Hamza Sattar
4399,"Greenwood, Town of",Active,063-086FB-00,Jackson,City,Hamza Sattar
1595,"Gretna, City of",Closed,039-27650-00,Gadsden,City,Rachel Langston
1785,"Gretna, City of",Closed,039-27650-00,Gadsden,City,Rachel Langston
1831,"Gretna, City of",Closed,039-27650-00,Gadsden,City,Rachel Langston
4337,"Gretna, City of",Closed,039-27650-00,Gadsden,City,Rachel Langston
4399,"Gretna, City of",Active,039-27650-00,Gadsden,City,Rachel Langston
4337,Foundation of Pelican Marsh,Closed,021-UY3QQ-00,Collier,PNP-Home Owners Association,Ashley Mitchell
4486,"Gretna, City of",Active,039-27650-00,Gadsden,City,Rachel Langston
1551,"Gritney Volunteer Fire Department, Inc.",Closed,059-27735-00,Holmes,Critical Private Non-Profit,Rachel Langston
1539,"Groveland, City of",Closed,069-27800-00,Lake,City,Hamza Sattar
1545,"Groveland, City of",Closed,069-27800-00,Lake,City,Hamza Sattar
1561,"Groveland, City of",Closed,069-27800-00,Lake,City,Hamza Sattar
4337,"Groveland, City of",Closed,069-27800-00,Lake,City,Hamza Sattar
4486,"Groveland, City of",Active,069-27800-00,Lake,City,Hamza Sattar
4673,"Groveland, City of",Active,069-27800-00,Lake,City,Hamza Sattar
4734,"High Springs, City Of",Opening,001-30525-00,Alachua,City,Ashley Mitchell
4673,"Grow Church, Inc.",Closed,021-UQON6-00,Collier,House of Worship,Haley Beary
4834,"Frances Wilson  Playhouse, INC.",Opening,103-U1W2H-00,Pinellas,Other,Rachel Langston
4734,Honey Lake Clinic Inc.,Opening,079-UZHP2-00,Madison,Other,Ashley Mitchell
4486,Grub hub,Closed,099-UGSH3-00,Statewide,Special District Government,Haley Beary
1539,Guardian Care Nursing & Rehabilitation,Closed,095-UKEDS-00,Orange,Critical Private Non-Profit,Haley Beary
1545,Guardian Care Nursing & Rehabilitation,Closed,095-UKEDS-00,Orange,Critical Private Non-Profit,Haley Beary
1561,Guardian Care Nursing & Rehabilitation,Closed,095-UKEDS-00,Orange,Critical Private Non-Profit,Haley Beary
1551,"Gulf Breeze, City of",Closed,113-28000-00,Santa Rosa,City,John Hayth
1595,"Gulf Breeze, City of",Closed,113-28000-00,Santa Rosa,City,John Hayth
1602,"Gulf Breeze, City of",Closed,113-28000-00,Santa Rosa,City,John Hayth
4084,"Gulf Breeze, City of",Closed,113-28000-00,Santa Rosa,City,John Hayth
4177,"Gulf Breeze, City of",Closed,113-28000-00,Santa Rosa,City,John Hayth
4486,"Gulf Breeze, City of",Closed,113-28000-00,Santa Rosa,City,John Hayth
4564,"Gulf Breeze, City of",Active,113-28000-00,Santa Rosa,City,John Hayth
1539,"Gulf Care, Inc. DBA Gulf Coast Village",Closed,071-UL7AF-00,Lee,Non-Critical Private Non-Profit,Haley Beary
4673,Gulf Coast Assembly of God,Active,115-UHYXA-00,Sarasota,House of Worship,Collin Kenline
3605,Franklin County,Active,037-99037-00,Franklin,County,Rachel Langston
4337,Gulf Coast Charter Academy South Inc.,Closed,021-U7CP2-00,Collier,Critical Private Non-Profit,Haley Beary
4806,Franklin County,Opening,037-99037-00,Franklin,County,Rachel Langston
1539,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
3615,Franklin County,Opening,037-99037-00,Franklin,County,Rachel Langston
1545,"Gulf Coast Electric Cooperative, Inc.",Closed,000-U5HL4-00,Gulf,Critical Private Non-Profit,John Hayth
4828,Franklin County,Opening,037-99037-00,Franklin,County,Rachel Langston
1551,"Gulf Coast Electric Cooperative, Inc.",Closed,000-U5HL4-00,Gulf,Critical Private Non-Profit,John Hayth
1595,"Gulf Coast Electric Cooperative, Inc.",Closed,000-U5HL4-00,Gulf,Critical Private Non-Profit,John Hayth
4068,"Gulf Coast Electric Cooperative, Inc.",Closed,000-U5HL4-00,Gulf,Critical Private Non-Profit,John Hayth
4399,"Gulf Coast Electric Cooperative, Inc.",Active,000-U5HL4-00,Gulf,Critical Private Non-Profit,John Hayth
4673,"Gulf Coast Humane Society, Inc.",Closed,071-UWHD4-00,Lee,Non-Critical Private Non-Profit,Haley Beary
1545,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
1551,Gulf Coast State College,Closed,005-000FB-00,Statewide,Public Community College,John Hayth
1595,Gulf Coast State College,Closed,005-000FB-00,Statewide,Public Community College,John Hayth
1831,Gulf Coast State College,Closed,005-000FB-00,Statewide,Public Community College,John Hayth
4399,Gulf Coast State College,Active,005-000FB-00,Statewide,Public Community College,John Hayth
4486,Gulf Coast State College,Closed,005-000FB-00,Statewide,Public Community College,John Hayth
3615,Frazier Outreach Foundation Inc,Opening,,Levy,Other,Ashley Mitchell
4828,Frazier Outreach Foundation Inc,Opening,075-UGB7B-00,Levy,Other,Ashley Mitchell
4834,Friends of Lubavitch of Florida,Opening,086-U1A4B-00,Miami-Dade,Critical Private Non-Profit,Hamza Sattar
1539,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1539,"Frostproof Care Center, Inc.",Closed,105-0427B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1545,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1545,"Frostproof Care Center, Inc.",Closed,105-0427B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1551,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1561,"Frostproof Care Center, Inc.",Closed,105-0427B-00,Polk,Non-Critical Private Non-Profit,Ashley Mitchell
1595,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1602,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1785,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1806,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
1831,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
4084,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
4337,Gulf County Sheriff's Office,Closed,045-1334A-00,Gulf,County Sheriff,Rachel Langston
4673,Gulf Cove United Methodist Church,Active,015-12089-00,Charlotte,House of Worship,Collin Kenline
1551,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
1561,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
1595,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
1785,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
4280,"Horseshoe Beach, Town of",Closed,029-32650-00,Dixie,City,Ashley Mitchell
4734,"Horseshoe Beach, Town of",Opening,029-32650-00,Dixie,City,Ashley Mitchell
1545,"Lake City, City of",Closed,023-37775-00,Columbia,City,Ashley Mitchell
1539,"Gulfport, City of",Closed,103-28200-00,Pinellas,City,John Hayth
1545,"Gulfport, City of",Closed,103-28200-00,Pinellas,City,John Hayth
1561,"Gulfport, City of",Closed,103-28200-00,Pinellas,City,John Hayth
3551,"Gulfport, City of",Closed,103-28200-00,Pinellas,City,John Hayth
4068,"Gulfport, City of",Closed,103-28200-00,Pinellas,City,John Hayth
4280,"Gulfport, City of",Closed,103-28200-00,Pinellas,City,John Hayth
4337,"Gulfport, City of",Active,103-28200-00,Pinellas,City,John Hayth
4486,"Gulfport, City of",Active,103-28200-00,Pinellas,City,John Hayth
4673,"Gulfport, City of",Active,103-28200-00,Pinellas,City,John Hayth
4734,"Gulfport, City of",Opening,103-28200-00,Pinellas,City,John Hayth
3615,Gadsden County,Opening,039-99039-00,Gadsden,County,Ashley Mitchell
4337,"Gulfshore Playhouse, Inc.",Closed,021-U6UJV-00,Collier,Non-Critical Private Non-Profit,Collin Kenline
4828,Gadsden County,Opening,039-99039-00,Gadsden,County,Ashley Mitchell
4673,"Gulfshore Playhouse, Inc.",Opening,021-U6UJV-00,Collier,Non-Critical Private Non-Profit,Collin Kenline
4486,GYS Foundation Inc,Closed,057-U96TX-00,Statewide,Other,Rachel Langston
4486,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",Opening,057-15B64-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4673,"H. Lee Moffitt Cancer Center & Research Institute, Inc.",Active,057-15B64-00,Hillsborough,Critical Private Non-Profit,Collin Kenline
4337,Habitat Community Development District,Active,071-U2V2M-00,Lee,Special District Government,John Hayth
4673,Habitat Community Development District,Active,071-U2V2M-00,Lee,Special District Government,John Hayth
4673,Hair by key,Closed,071-UJ8II-00,Lee,Other,Haley Beary
1539,Halifax Health (dba) Halifax Hospital Medical Center,Closed,127-U42M6-00,Volusia,Special District Government,Collin Kenline
1545,Halifax Health (dba) Halifax Hospital Medical Center,Closed,127-U42M6-00,Volusia,Special District Government,Collin Kenline
1561,Halifax Health (dba) Halifax Hospital Medical Center,Closed,127-U42M6-00,Volusia,Special District Government,Collin Kenline
4283,Halifax Health (dba) Halifax Hospital Medical Center,Active,127-U42M6-00,Volusia,Special District Government,Collin Kenline
4337,Halifax Health (dba) Halifax Hospital Medical Center,Closed,127-U42M6-00,Volusia,Special District Government,Collin Kenline
4468,Halifax Health (dba) Halifax Hospital Medical Center,Closed,127-U42M6-00,Volusia,Special District Government,Collin Kenline
4486,Halifax Health (dba) Halifax Hospital Medical Center,Active,127-U42M6-00,Volusia,Special District Government,Collin Kenline
4673,Halifax Health (dba) Halifax Hospital Medical Center,Opening,127-U42M6-00,Volusia,Special District Government,Collin Kenline
4283,"Halifax Hospice, Inc",Closed,127-UVTDQ-00,Volusia,Critical Private Non-Profit,Haley Beary
4337,"Halifax Hospice, Inc",Closed,127-UVTDQ-00,Volusia,Critical Private Non-Profit,Haley Beary
4673,"Halifax Hospice, Inc",Opening,127-UVTDQ-00,Volusia,Critical Private Non-Profit,Haley Beary
1539,Halifax Urban Ministries,Closed,127-0F148-00,Volusia,Other,Haley Beary
1545,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
3605,Gainesville Regional Utilities,Opening,000-UCGXJ-00,Alachua,Special District Government,John Hayth
1561,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
4806,Gainesville Regional Utilities,Opening,000-UCGXJ-00,Alachua,Special District Government,John Hayth
1602,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
3615,Gainesville Regional Utilities,Opening,000-UCGXJ-00,Alachua,Special District Government,John Hayth
1609,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
3622,Gainesville Regional Utilities,Opening,000-UCGXJ-00,Alachua,Special District Government,John Hayth
3288,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
4828,Gainesville Regional Utilities,Opening,000-UCGXJ-00,Alachua,Special District Government,John Hayth
3533,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
4834,Gainesville Regional Utilities,Opening,000-UCGXJ-00,Alachua,Special District Government,John Hayth
4283,"Hallandale Beach, City Of",Closed,011-28452-00,Broward,City,Haley Beary
4337,"Hallandale Beach, City Of",Active,011-28452-00,Broward,City,Haley Beary
4468,"Hallandale Beach, City Of",Active,011-28452-00,Broward,City,Haley Beary
4486,"Hallandale Beach, City Of",Active,011-28452-00,Broward,City,Haley Beary
4673,"Hallandale Beach, City Of",Active,011-28452-00,Broward,City,Haley Beary
4680,"Hallandale Beach, City Of",Opening,011-28452-00,Broward,City,Haley Beary
4709,"Hallandale Beach, City Of",Opening,011-28452-00,Broward,City,Haley Beary
1545,Hamilton County,Closed,047-99047-00,Hamilton,County,Haley Beary
1561,Hamilton County,Closed,047-99047-00,Hamilton,County,Haley Beary
1785,Hamilton County,Closed,047-99047-00,Hamilton,County,Haley Beary
3605,"Gainesville, City of",Opening,001-25175-00,Alachua,City,Ashley Mitchell
1831,Hamilton County,Closed,047-99047-00,Hamilton,County,Haley Beary
4806,"Gainesville, City of",Opening,001-25175-00,Alachua,City,Ashley Mitchell
4068,Hamilton County,Closed,047-99047-00,Hamilton,County,Haley Beary
4828,"Gainesville, City of",Opening,001-25175-00,Alachua,City,Ashley Mitchell
4337,Hamilton County,Active,047-99047-00,Hamilton,County,Haley Beary
4834,"Gainesville, City of",Opening,001-25175-00,Alachua,City,Ashley Mitchell
4486,Hamilton County,Closed,047-99047-00,Hamilton,County,Haley Beary
